sep=;
Version CSV1|Tool CLUSTERCONTROLLER|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 2

;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901501309 (Com Gateway SN: 1901501309)
01.06.2019 14:50;1108,55;129;107,24;104,73;0,00;10991;50,35;0,00;3000,00;760,76;768,46;11,518;3,829;;;;;230,53;233,14;232,43;15,733;15,733;15,772;15,772;15,822;15,822;8472;2852;ComFlt;NonePrio;None;None;0;0;0;2,1;0;0,10;2;143,40;-679;51,89;229,71;0;0;1,022;1,022;1,75;1,75;2,014;2,014;ComFlt;0,10;2;143,40;-676;51,89;229,8;0;0;1,172;1,172;1,764;1,764;1,022;1,022;ComFlt;0,30;2;143,40;-808;51,88;229,98;0;0;2,208;2,208;1,092;1,092;1,6;1,6;ComFlt;;;;;ComFlt;;;917,24;117;79,54;77,70;0,00;1176;51,89;0,00;3000,00;880,35;878,19;1,285;0,326;1,236;230,77;231,09;230,98;1,667;1,667;1,724;1,724;1,709;1,709;1130;285;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 14:55;1108,64;129;107,33;104,81;0,00;1176;51,89;0,00;3000,00;880,35;878,19;1,285;0,326;;;;;230,77;231,09;230,98;1,667;1,667;1,724;1,724;1,709;1,709;1130;285;ComFlt;NonePrio;None;None;0;0;0;2,1;0;0,10;2;143,40;-679;51,89;229,71;0;0;1,022;1,022;1,75;1,75;2,014;2,014;ComFlt;0,10;2;143,40;-676;51,89;229,8;0;0;1,172;1,172;1,764;1,764;1,022;1,022;ComFlt;0,30;2;143,40;-808;51,88;229,98;0;0;2,208;2,208;1,092;1,092;1,6;1,6;ComFlt;;;;;ComFlt;;;917,34;117;79,63;77,78;0,00;1074;51,9;0,00;3000,00;878,28;876,16;1,181;0,313;1,13;230,78;231,07;230,97;1,519;1,519;1,576;1,576;1,561;1,561;1037;273;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 15:00;1108,73;129;107,41;104,90;0,00;1074;51,9;0,00;3000,00;878,28;876,16;1,181;0,313;;;;;230,78;231,07;230,97;1,519;1,519;1,576;1,576;1,561;1,561;1037;273;ComFlt;NonePrio;None;None;0;0;0;2,1;0;0,10;2;143,40;-679;51,89;229,71;0;0;1,022;1,022;1,75;1,75;2,014;2,014;ComFlt;0,10;2;143,40;-676;51,89;229,8;0;0;1,172;1,172;1,764;1,764;1,022;1,022;ComFlt;0,30;2;143,40;-808;51,88;229,98;0;0;2,208;2,208;1,092;1,092;1,6;1,6;ComFlt;;;;;ComFlt;;;917,42;117;79,71;77,87;0,00;1029;51,9;0,00;3000,00;874,52;872,4;1,148;0,298;1,13;230,78;231,09;230,98;1,453;1,453;1,511;1,511;1,497;1,497;1003;259;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 15:05;1108,82;129;107,50;104,99;0,00;1029;51,9;0,00;3000,00;874,52;872,4;1,148;0,298;;;;;230,78;231,09;230,98;1,453;1,453;1,511;1,511;1,497;1,497;1003;259;ComFlt;NonePrio;None;None;0;0;0;2,1;0;0,10;2;143,40;-679;51,89;229,71;0;0;1,022;1,022;1,75;1,75;2,014;2,014;ComFlt;0,10;2;143,40;-676;51,89;229,8;0;0;1,172;1,172;1,764;1,764;1,022;1,022;ComFlt;0,30;2;143,40;-808;51,88;229,98;0;0;2,208;2,208;1,092;1,092;1,6;1,6;ComFlt;;;;;ComFlt;;;917,51;117;79,80;77,96;0,00;997;51,91;0,00;3000,00;875,54;873,41;1,125;0,281;1,11;230,77;231,08;230,96;1,409;1,409;1,466;1,466;1,451;1,451;984;245;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 15:10;1109,58;129;107,58;105,06;0,00;997;51,91;0,00;3000,00;875,54;873,41;1,125;0,281;;;;;230,77;231,08;230,96;1,409;1,409;1,466;1,466;1,451;1,451;984;245;ComFlt;NonePrio;None;None;0;0;0;2,1;0;0,10;2;143,40;-679;51,89;229,71;0;0;1,022;1,022;1,75;1,75;2,014;2,014;ComFlt;0,10;2;143,40;-676;51,89;229,8;0;0;1,172;1,172;1,764;1,764;1,022;1,022;ComFlt;0,30;2;143,40;-808;51,88;229,98;0;0;2,208;2,208;1,092;1,092;1,6;1,6;ComFlt;;;;;ComFlt;;;918,28;118;79,88;78,03;0,00;9067;50,16;0,00;3000,00;764,7;772,24;9,513;3,166;11,959;229,24;231,99;230,08;13,039;13,039;13,081;13,081;13,125;13,125;6969;2352;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 15:15;1109,88;130;107,67;105,14;0,00;9067;50,16;0,00;3000,00;764,7;772,24;9,513;3,166;;;;;229,24;231,99;230,08;13,039;13,039;13,081;13,081;13,125;13,125;6969;2352;Ok;NonePrio;None;None;0;0;0;2,1;0;0,10;2;143,40;-679;51,89;229,71;0;0;1,022;1,022;1,75;1,75;2,014;2,014;ComFlt;0,10;2;143,40;-676;51,89;229,8;0;0;1,172;1,172;1,764;1,764;1,022;1,022;ComFlt;0,30;2;143,40;-808;51,88;229,98;0;0;2,208;2,208;1,092;1,092;1,6;1,6;ComFlt;;;;;ComFlt;;;918,58;118;79,97;78,12;0,00;3590;51,42;0,00;3000,00;843,15;844,61;3,791;1,22;1,066;230,69;231,67;231;5,137;5,137;5,191;5,191;5,196;5,196;2905;941;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 15:20;1109,96;130;107,74;105,21;0,00;3590;51,42;0,00;3000,00;843,15;844,61;3,791;1,22;;;;;230,69;231,67;231;5,137;5,137;5,191;5,191;5,196;5,196;2905;941;;NonePrio;None;None;0;0;0;2,1;0;0,10;2;143,40;-679;51,89;229,71;0;0;1,022;1,022;1,75;1,75;2,014;2,014;ComFlt;0,10;2;143,40;-676;51,89;229,8;0;0;1,172;1,172;1,764;1,764;1,022;1,022;ComFlt;0,30;2;143,40;-808;51,88;229,98;0;0;2,208;2,208;1,092;1,092;1,6;1,6;ComFlt;;;;;;;;918,65;118;80,04;78,19;0,00;3590;51,42;0,00;3000,00;843,15;844,61;3,791;1,22;1,035;230,69;231,67;231;5,137;5,137;5,191;5,191;5,196;5,196;2905;941;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 15:25;1110,05;130;107,84;105,32;0,00;928;51,9;0,00;3000,00;878,32;876,19;1,041;0,283;;;;;230,77;231,09;230,97;1,311;1,311;1,37;1,37;1,354;1,354;914;247;;NonePrio;None;None;0;0;0;2,1;0;0,10;2;143,40;-679;51,89;229,71;0;0;1,022;1,022;1,75;1,75;2,014;2,014;ComFlt;0,10;2;143,40;-676;51,89;229,8;0;0;1,172;1,172;1,764;1,764;1,022;1,022;ComFlt;0,30;2;143,40;-808;51,88;229,98;0;0;2,208;2,208;1,092;1,092;1,6;1,6;ComFlt;;;;;;;;918,75;118;80,14;78,29;0,00;902;51,91;0,00;3000,00;878,69;876,57;1,007;0,286;1,009;230,77;231,1;230,97;1,273;1,273;1,331;1,331;1,317;1,317;884;250;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 15:30;1110,12;130;107,93;105,40;0,00;902;51,91;0,00;3000,00;878,69;876,57;1,007;0,286;;;;;230,77;231,1;230,97;1,273;1,273;1,331;1,331;1,317;1,317;884;250;;NonePrio;None;None;0;0;0;2,1;0;0,10;2;143,40;-679;51,89;229,71;0;0;1,022;1,022;1,75;1,75;2,014;2,014;ComFlt;0,10;2;143,40;-676;51,89;229,8;0;0;1,172;1,172;1,764;1,764;1,022;1,022;ComFlt;0,30;2;143,40;-808;51,88;229,98;0;0;2,208;2,208;1,092;1,092;1,6;1,6;ComFlt;;;;;;;;918,81;118;80,23;78,38;0,00;885;51,91;0,00;3000,00;877,34;875,22;0,978;0,296;0,946;230,77;231,07;230,95;1,248;1,248;1,307;1,307;1,292;1,292;857;258;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 15:35;1110,45;130;108,02;105,48;0,00;885;51,91;1,00;3000,00;877,34;875,22;0,978;0,296;;;;;230,77;231,07;230,95;1,248;1,248;1,307;1,307;1,292;1,292;857;258;;NonePrio;None;None;0;0;0;2,1;0;0,10;2;143,40;-679;51,89;229,71;0;0;1,022;1,022;1,75;1,75;2,014;2,014;ComFlt;0,10;2;143,40;-676;51,89;229,8;0;0;1,172;1,172;1,764;1,764;1,022;1,022;ComFlt;0,30;2;143,40;-808;51,88;229,98;0;0;2,208;2,208;1,092;1,092;1,6;1,6;ComFlt;;;;;;;;919,14;119;80,31;78,45;0,00;3781;51,07;1,00;3000,00;818,13;825,51;4,035;1,327;9,593;229,94;230,82;229,66;5,448;5,448;5,493;5,493;5,501;5,501;2974;1004;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 15:40;1111,18;131;108,10;105,56;0,00;3781;51,07;0,00;3000,00;818,13;825,51;4,035;1,327;;;;;229,94;230,82;229,66;5,448;5,448;5,493;5,493;5,501;5,501;2974;1004;;NonePrio;None;None;0;0;0;2,1;0;0,10;2;143,40;-679;51,89;229,71;0;0;1,022;1,022;1,75;1,75;2,014;2,014;ComFlt;0,10;2;143,40;-676;51,89;229,8;0;0;1,172;1,172;1,764;1,764;1,022;1,022;ComFlt;0,30;2;143,40;-808;51,88;229,98;0;0;2,208;2,208;1,092;1,092;1,6;1,6;ComFlt;;;;;;;;919,87;119;80,40;78,53;0,00;8738;50,03;1,00;3000,00;730,14;757,85;9,198;3,006;8,921;229,17;231,92;230,14;12,599;12,599;12,65;12,65;12,681;12,681;6713;2276;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 15:45;1111,90;131;108,19;105,65;0,00;8319;50,01;0,00;3000,00;743,37;763,93;8,615;2,83;0;34,4;24;287;229,42;232,66;230,62;11,966;11,966;12,02;12,02;12,048;12,048;6403;2161;Ok;NonePrio;None;None;0;0;0;2,1;0;0,10;2;144,30;-463;49,91;228,11;0;0;1,045;1,045;1,722;1,722;1,989;1,989;Ok;0,10;2;144,30;-470;49,93;228,19;0;0;1,356;1,356;1,656;1,656;0,9;0,9;Ok;0,40;2;144,30;-550;49,94;228,52;0;0;2,278;2,278;1,467;1,467;1,745;1,745;Ok;0;34,4;24;287;Ok;24,3;34,2;920,60;119;80,49;78,62;0,00;8319;50,01;0,00;3000,00;743,37;763,93;8,615;2,83;8,455;229,42;232,66;230,62;11,966;11,966;12,02;12,02;12,048;12,048;6403;2161;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 15:50;1112,60;131;108,27;105,73;0,00;7985;50,12;1,00;3000,00;745,26;763,43;8,257;2,719;0;33,8;23,8;276;229,63;233,54;230,78;11,464;11,464;11,517;11,517;11,544;11,544;6151;2074;Ok;NonePrio;None;None;0;0;0;2,1;0;0,10;2;144,40;-450;50,07;228,29;0;0;0,857;0,857;1,593;1,593;1,872;1,872;Ok;0,10;2;144,40;-462;50,07;228,31;0;0;0,986;0,986;1,572;1,572;0,8;0,8;Ok;0,40;2;144,40;-532;50,09;228,46;0;0;1,986;1,986;1,45;1,45;1,664;1,664;Ok;0;33,8;23,8;276;Ok;22,8;33,2;921,32;119;80,57;78,71;0,00;7985;50,12;1,00;3000,00;745,26;763,43;8,257;2,719;8,185;229,63;233,54;230,78;11,464;11,464;11,517;11,517;11,544;11,544;6151;2074;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
